0, 12, 0.46742936968803406, 1.0
1, 14, 0.5682546496391296, 1.0
2, 13, 0.5507336258888245, 1.0
3, 17, 0.48472484946250916, 1.0
4, 12, 0.5861706137657166, 1.0
0, 0, 0.8080405592918396, 0.0
0, 11, 0.5014011263847351, 0.875
1, 14, 0.5661132335662842, 0.9583333134651184
2, 9, 0.69663405418396, 0.8333333134651184
0, 6, 0.7096628546714783, 0.7916666865348816
0, 7, 0.5200830002625784, 0.875
1, 5, 0.5945297678311666, 0.875
2, 12, 0.49221763014793396, 0.8333333333333334
3, 2, 0.6351937850316366, 0.9583333333333334
4, 3, 0.6354773839314779, 0.9583333333333334
5, 10, 0.4870460828145345, 1.0
6, 14, 0.3621392746766408, 0.9583333333333334
7, 14, 0.5435885588328043, 0.8333333333333334
8, 11, 0.4878973960876465, 0.9166666666666666
9, 17, 0.4926045338312785, 0.875
0, 25, 0.4642694393793742, 0.9166666666666666
1, 7, 0.6762152314186096, 0.7916666666666666
2, 6, 0.8091616829236349, 0.5833333333333334
3, 12, 0.4456450839837392, 0.9583333333333334
4, 4, 0.6846932371457418, 0.8333333333333334
5, 31, 0.517084389925003, 0.875
6, 14, 0.5667332808176676, 0.8333333333333334
